seq1_accession;seq1_variante;seq1_pais;seq1_estado;seq1_tamanho;seq1_spike_tamanho;seq1_data_coleta;seq2_accession;seq2_variante;seq2_pais;seq2_estado;seq2_tamanho;seq2_spike_tamanho;seq2_data_coleta;grupo;completa_total_score;completa_matches;completa_mismatches;completa_gap_openings;completa_gap_extentions;spike_total_score;spike_matches;spike_mismatches;spike_gap_openings;spike_gap_extentions
OP051818.1;B.1.1.529;USA;;29809;3822;44737;ON594963.1;B.1.1.529;USA;;29810;3813;44680;intra-omicron;29642;29771;29;2;18;3752;3803;10;1;9
OP051818.1;B.1.1.529;USA;;29809;3822;44737;OP880133.1;B.1.1.529;USA;;29804;3822;44851;intra-omicron;29598;29760;26;4;36;3735;3804;9;2;18
OP051818.1;B.1.1.529;USA;;29809;3822;44737;ON313238.1;B.1.1.529;USA;;29820;3822;44610;intra-omicron;29515;29749;42;6;45;3669;3792;12;5;36
OP051818.1;B.1.1.529;USA;;29809;3822;44737;ON208913.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29469;29736;43;8;57;3649;3787;17;5;36
OP051818.1;B.1.1.529;USA;;29809;3822;44737;ON226320.1;B.1.1.529;USA;;29806;3813;44587;intra-omicron;29462;29733;42;9;59;3623;3779;16;6;45
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OM229419.1;B.1.1.529;USA;;29806;3804;44547;intra-omicron;29515;29731;46;4;33;3676;3781;23;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON305405.1;B.1.1.529;USA;;29808;3822;44588;intra-omicron;29602;29758;33;3;24;3709;3796;17;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON188712.1;B.1.1.529;USA;;29811;3813;44585;intra-omicron;29597;29759;32;4;27;3738;3798;15;1;6
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419315.1;B.1.1.529;USA;;29805;3807;44759;intra-omicron;29502;29736;46;6;39;3608;3770;25;5;36
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419363.1;B.1.1.529;USA;;29817;3822;44762;intra-omicron;29545;29749;45;5;27;3667;3787;23;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419272.1;B.1.1.529;USA;;29811;3813;44787;intra-omicron;29523;29742;46;5;33;3645;3780;21;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419393.1;B.1.1.529;USA;;29811;3813;44741;intra-omicron;29511;29739;49;5;33;3629;3776;25;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON230809.1;B.1.1.529;USA;;29807;3819;44585;intra-omicron;29663;29774;23;2;18;3787;3811;8;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON189849.1;B.1.1.529;USA;;29805;3822;44585;intra-omicron;29590;29755;36;3;24;3697;3793;20;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419385.1;B.1.1.529;USA;;29817;3813;44763;intra-omicron;29508;29742;46;6;39;3637;3778;23;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419426.1;B.1.1.529;USA;;29829;3822;44761;intra-omicron;29536;29752;45;5;33;3663;3786;24;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419435.1;B.1.1.529;USA;;29829;3822;44760;intra-omicron;29552;29756;41;5;33;3663;3786;24;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON787303.1;B.1.1.529;USA;;29811;3813;44687;intra-omicron;29515;29740;48;5;33;3629;3776;25;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON118867.1;B.1.1.529;USA;;29817;3822;44585;intra-omicron;29640;29769;31;2;15;3697;3793;20;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP929937.1;B.1.1.529;USA;;29837;3807;44566;intra-omicron;29597;29759;32;4;27;3703;3790;14;3;18
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP983736.1;B.1.1.529;USA;;29820;3822;44887;intra-omicron;29545;29749;48;4;24;3691;3793;17;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OM294238.1;B.1.1.529;USA;;29806;3819;44550;intra-omicron;29738;29789;17;0;0;3799;3814;5;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON313485.1;B.1.1.529;USA;;29805;3819;44598;intra-omicron;29672;29771;26;1;9;3783;3810;9;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON264105.1;B.1.1.529;USA;;29817;3828;44591;intra-omicron;29654;29774;23;3;21;3766;3811;8;1;9
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON188719.1;B.1.1.529;USA;;29817;3819;44587;intra-omicron;29650;29773;24;3;21;3791;3812;7;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OM390558.1;B.1.1.529;USA;;29814;3819;44551;intra-omicron;29722;29785;21;0;0;3791;3812;7;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419449.1;B.1.1.529;USA;;29811;3813;44760;intra-omicron;29563;29752;36;5;33;3665;3785;16;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON189200.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29610;29760;31;3;24;3701;3794;19;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON068774.1;B.1.1.529;USA;;29808;3822;44608;intra-omicron;29572;29752;36;4;30;3671;3788;22;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON966040.1;B.1.1.529;USA;;29811;3822;44726;intra-omicron;29511;29739;49;5;33;3675;3789;21;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419335.1;B.1.1.529;USA;;29820;3822;44745;intra-omicron;29557;29752;45;4;24;3663;3786;24;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON305911.1;B.1.1.529;USA;;29817;3828;44598;intra-omicron;29634;29769;28;3;21;3718;3799;20;1;9
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON003813.1;B.1.1.529;USA;;29806;3822;44596;intra-omicron;29606;29759;32;3;24;3709;3796;17;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON068785.1;B.1.1.529;USA;;29805;3816;44591;intra-omicron;29569;29749;42;4;21;3685;3787;26;2;9
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON188726.1;B.1.1.529;USA;;29809;3813;44584;intra-omicron;29680;29776;24;2;9;3758;3803;10;1;6
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON800468.1;B.1.1.529;USA;;29811;3813;44708;intra-omicron;29495;29735;53;5;33;3625;3775;26;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON313115.1;B.1.1.529;USA;;29804;3819;44599;intra-omicron;29597;29756;36;3;21;3739;3799;20;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON595182.1;B.1.1.529;USA;;29817;3822;44581;intra-omicron;29616;29763;37;2;15;3705;3795;18;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419340.1;B.1.1.529;USA;;29826;3822;44756;intra-omicron;29544;29754;43;5;33;3663;3786;24;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON118588.1;B.1.1.529;USA;;29814;3819;44584;intra-omicron;29662;29770;36;0;0;3747;3801;18;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON071109.1;B.1.1.529;USA;;29808;3819;44589;intra-omicron;29635;29764;33;2;12;3743;3800;19;0;0
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON188704.1;B.1.1.529;USA;;29806;3822;44585;intra-omicron;29618;29762;29;3;24;3717;3798;15;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419295.1;B.1.1.529;USA;;29808;3813;44744;intra-omicron;29487;29733;55;5;33;3621;3774;27;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP419438.1;B.1.1.529;USA;;29822;3816;44745;intra-omicron;29527;29749;42;6;39;3642;3780;24;4;27
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON594963.1;B.1.1.529;USA;;29810;3813;44680;intra-omicron;29555;29750;38;5;33;3637;3778;23;4;30
ON071549.1;B.1.1.529;USA;;29806;3819;44620;OP880133.1;B.1.1.529;USA;;29804;3822;44851;intra-omicron;29507;29738;50;5;33;3667;3787;23;3;21
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON313238.1;B.1.1.529;USA;;29820;3822;44610;intra-omicron;29571;29754;46;3;18;3681;3789;24;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON208913.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29626;29764;27;3;24;3733;3802;11;2;15
ON071549.1;B.1.1.529;USA;;29806;3819;44620;ON226320.1;B.1.1.529;USA;;29806;3813;44587;intra-omicron;29634;29769;25;4;24;3762;3804;9;1;6
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON305405.1;B.1.1.529;USA;;29808;3822;44588;intra-omicron;29654;29768;17;3;27;3730;3796;8;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON188712.1;B.1.1.529;USA;;29811;3813;44585;intra-omicron;29569;29749;36;4;30;3727;3790;14;1;9
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419315.1;B.1.1.529;USA;;29805;3807;44759;intra-omicron;29498;29732;44;6;42;3696;3783;12;3;21
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419363.1;B.1.1.529;USA;;29817;3822;44762;intra-omicron;29505;29739;43;7;42;3719;3794;10;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419272.1;B.1.1.529;USA;;29811;3813;44787;intra-omicron;29459;29726;50;7;48;3681;3783;12;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419393.1;B.1.1.529;USA;;29811;3813;44741;intra-omicron;29471;29729;47;7;48;3681;3783;12;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON230809.1;B.1.1.529;USA;;29807;3819;44585;intra-omicron;29528;29735;43;4;33;3692;3785;19;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON189849.1;B.1.1.529;USA;;29805;3822;44585;intra-omicron;29639;29762;20;3;27;3734;3797;7;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419385.1;B.1.1.529;USA;;29817;3813;44763;intra-omicron;29468;29732;44;8;54;3673;3781;14;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419426.1;B.1.1.529;USA;;29829;3822;44761;intra-omicron;29488;29740;45;7;48;3715;3793;11;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419435.1;B.1.1.529;USA;;29829;3822;44760;intra-omicron;29504;29744;41;7;48;3715;3793;11;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON787303.1;B.1.1.529;USA;;29811;3813;44687;intra-omicron;29475;29730;46;7;48;3665;3779;16;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON118867.1;B.1.1.529;USA;;29817;3822;44585;intra-omicron;29585;29756;29;4;36;3718;3793;11;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP929937.1;B.1.1.529;USA;;29837;3807;44566;intra-omicron;29584;29758;24;6;42;3707;3785;13;3;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP983736.1;B.1.1.529;USA;;29820;3822;44887;intra-omicron;29457;29727;58;6;39;3687;3786;18;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OM294238.1;B.1.1.529;USA;;29806;3819;44550;intra-omicron;29559;29742;35;4;33;3680;3782;22;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON313485.1;B.1.1.529;USA;;29805;3819;44598;intra-omicron;29624;29759;26;3;24;3712;3790;14;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON264105.1;B.1.1.529;USA;;29817;3828;44591;intra-omicron;29590;29758;27;5;36;3687;3789;15;3;24
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON188719.1;B.1.1.529;USA;;29817;3819;44587;intra-omicron;29522;29741;44;5;36;3688;3784;20;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OM390558.1;B.1.1.529;USA;;29814;3819;44551;intra-omicron;29559;29748;37;4;33;3696;3786;18;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419449.1;B.1.1.529;USA;;29811;3813;44760;intra-omicron;29451;29724;52;7;48;3645;3774;21;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON189200.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29646;29766;19;3;27;3738;3798;6;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON068774.1;B.1.1.529;USA;;29808;3822;44608;intra-omicron;29615;29759;26;4;27;3731;3797;7;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON966040.1;B.1.1.529;USA;;29811;3822;44726;intra-omicron;29502;29733;52;5;30;3695;3788;16;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419335.1;B.1.1.529;USA;;29820;3822;44745;intra-omicron;29517;29742;43;6;39;3715;3793;11;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON305911.1;B.1.1.529;USA;;29817;3828;44598;intra-omicron;29586;29757;28;5;36;3703;3793;11;3;24
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON003813.1;B.1.1.529;USA;;29806;3822;44596;intra-omicron;29632;29761;22;3;27;3730;3796;8;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON068785.1;B.1.1.529;USA;;29805;3816;44591;intra-omicron;29653;29767;18;4;24;3754;3799;5;2;12
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON188726.1;B.1.1.529;USA;;29809;3813;44584;intra-omicron;29591;29753;30;4;30;3731;3791;13;1;9
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON800468.1;B.1.1.529;USA;;29811;3813;44708;intra-omicron;29455;29725;51;7;48;3677;3782;13;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON313115.1;B.1.1.529;USA;;29804;3819;44599;intra-omicron;29565;29742;30;5;36;3724;3793;11;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON595182.1;B.1.1.529;USA;;29817;3822;44581;intra-omicron;29585;29756;29;4;36;3718;3793;11;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419340.1;B.1.1.529;USA;;29826;3822;44756;intra-omicron;29501;29741;41;7;48;3715;3793;11;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON118588.1;B.1.1.529;USA;;29814;3819;44584;intra-omicron;29563;29749;36;4;33;3716;3791;13;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON071109.1;B.1.1.529;USA;;29808;3819;44589;intra-omicron;29587;29752;33;4;27;3712;3790;14;2;15
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON188704.1;B.1.1.529;USA;;29806;3822;44585;intra-omicron;29620;29758;25;3;27;3722;3794;10;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419295.1;B.1.1.529;USA;;29808;3813;44744;intra-omicron;29452;29722;51;7;48;3681;3783;12;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP419438.1;B.1.1.529;USA;;29822;3816;44745;intra-omicron;29522;29744;40;6;42;3730;3793;11;2;12
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON594963.1;B.1.1.529;USA;;29810;3813;44680;intra-omicron;29522;29741;34;7;48;3689;3785;10;4;27
OM229419.1;B.1.1.529;USA;;29806;3804;44547;OP880133.1;B.1.1.529;USA;;29804;3822;44851;intra-omicron;29531;29735;43;5;30;3727;3796;8;3;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON313238.1;B.1.1.529;USA;;29820;3822;44610;intra-omicron;29572;29755;30;5;39;3750;3801;3;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON208913.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29582;29750;35;3;27;3706;3790;14;2;18
OM229419.1;B.1.1.529;USA;;29806;3804;44547;ON226320.1;B.1.1.529;USA;;29806;3813;44587;intra-omicron;29539;29740;31;6;45;3727;3790;14;1;9
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON188712.1;B.1.1.529;USA;;29811;3813;44585;intra-omicron;29648;29774;25;3;21;3760;3805;8;1;9
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419315.1;B.1.1.529;USA;;29805;3807;44759;intra-omicron;29537;29747;43;5;33;3689;3788;16;3;21
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419363.1;B.1.1.529;USA;;29817;3822;44762;intra-omicron;29544;29754;42;6;33;3712;3799;14;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419272.1;B.1.1.529;USA;;29811;3813;44787;intra-omicron;29498;29741;49;6;39;3666;3786;18;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419393.1;B.1.1.529;USA;;29811;3813;44741;intra-omicron;29510;29744;46;6;39;3674;3788;16;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON230809.1;B.1.1.529;USA;;29807;3819;44585;intra-omicron;29607;29760;32;3;24;3717;3798;15;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON189849.1;B.1.1.529;USA;;29805;3822;44585;intra-omicron;29769;29796;9;0;0;3810;3819;3;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419385.1;B.1.1.529;USA;;29817;3813;44763;intra-omicron;29507;29747;43;7;45;3666;3786;18;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419426.1;B.1.1.529;USA;;29829;3822;44761;intra-omicron;29527;29755;44;6;39;3708;3798;15;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419435.1;B.1.1.529;USA;;29829;3822;44760;intra-omicron;29543;29759;40;6;39;3708;3798;15;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON787303.1;B.1.1.529;USA;;29811;3813;44687;intra-omicron;29538;29751;39;6;39;3682;3790;14;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON118867.1;B.1.1.529;USA;;29817;3822;44585;intra-omicron;29675;29780;28;1;9;3762;3807;15;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP929937.1;B.1.1.529;USA;;29837;3807;44566;intra-omicron;29561;29759;25;7;51;3641;3779;19;5;33
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP983736.1;B.1.1.529;USA;;29820;3822;44887;intra-omicron;29504;29744;55;5;30;3680;3791;22;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OM294238.1;B.1.1.529;USA;;29806;3819;44550;intra-omicron;29622;29763;28;3;24;3697;3793;20;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON313485.1;B.1.1.529;USA;;29805;3819;44598;intra-omicron;29687;29780;19;2;15;3729;3801;12;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON264105.1;B.1.1.529;USA;;29817;3828;44591;intra-omicron;29712;29790;18;2;9;3755;3809;13;1;6
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON188719.1;B.1.1.529;USA;;29817;3819;44587;intra-omicron;29601;29766;33;4;27;3713;3797;16;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OM390558.1;B.1.1.529;USA;;29814;3819;44551;intra-omicron;29654;29777;22;3;24;3729;3801;12;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419449.1;B.1.1.529;USA;;29811;3813;44760;intra-omicron;29510;29744;46;6;39;3650;3782;22;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON189200.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29784;29802;6;0;0;3814;3820;2;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON068774.1;B.1.1.529;USA;;29808;3822;44608;intra-omicron;29662;29776;23;3;18;3724;3802;11;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON966040.1;B.1.1.529;USA;;29811;3822;44726;intra-omicron;29545;29749;50;4;21;3684;3792;21;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419335.1;B.1.1.529;USA;;29820;3822;44745;intra-omicron;29556;29757;42;5;30;3708;3798;15;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON305911.1;B.1.1.529;USA;;29817;3828;44598;intra-omicron;29700;29787;21;2;9;3763;3811;11;1;6
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON003813.1;B.1.1.529;USA;;29806;3822;44596;intra-omicron;29778;29799;7;0;0;3814;3820;2;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON068785.1;B.1.1.529;USA;;29805;3816;44591;intra-omicron;29700;29784;15;3;15;3747;3804;9;2;12
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON188726.1;B.1.1.529;USA;;29809;3813;44584;intra-omicron;29678;29780;17;3;21;3764;3806;7;1;9
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON800468.1;B.1.1.529;USA;;29811;3813;44708;intra-omicron;29502;29742;48;6;39;3670;3787;17;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON313115.1;B.1.1.529;USA;;29804;3819;44599;intra-omicron;29620;29761;25;4;27;3717;3798;15;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON595182.1;B.1.1.529;USA;;29817;3822;44581;intra-omicron;29675;29780;28;1;9;3754;3805;17;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419340.1;B.1.1.529;USA;;29826;3822;44756;intra-omicron;29540;29756;40;6;39;3708;3798;15;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON118588.1;B.1.1.529;USA;;29814;3819;44584;intra-omicron;29650;29776;23;3;24;3749;3806;7;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON071109.1;B.1.1.529;USA;;29808;3819;44589;intra-omicron;29674;29779;20;3;18;3745;3805;8;2;15
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON188704.1;B.1.1.529;USA;;29806;3822;44585;intra-omicron;29710;29782;24;0;0;3758;3806;16;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419295.1;B.1.1.529;USA;;29808;3813;44744;intra-omicron;29499;29739;48;6;39;3674;3788;16;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP419438.1;B.1.1.529;USA;;29822;3816;44745;intra-omicron;29561;29759;39;5;33;3723;3798;15;2;12
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON594963.1;B.1.1.529;USA;;29810;3813;44680;intra-omicron;29557;29755;34;6;39;3678;3789;15;4;27
ON305405.1;B.1.1.529;USA;;29808;3822;44588;OP880133.1;B.1.1.529;USA;;29804;3822;44851;intra-omicron;29570;29750;42;4;21;3720;3801;12;3;18
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON313238.1;B.1.1.529;USA;;29820;3822;44610;intra-omicron;29670;29781;27;2;12;3794;3815;7;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON208913.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29712;29784;24;0;0;3790;3814;8;0;0
ON305405.1;B.1.1.529;USA;;29808;3822;44588;ON226320.1;B.1.1.529;USA;;29806;3813;44587;intra-omicron;29610;29763;22;5;36;3744;3801;12;1;9
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419315.1;B.1.1.529;USA;;29805;3807;44759;intra-omicron;29518;29746;38;6;48;3659;3779;16;4;30
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419363.1;B.1.1.529;USA;;29817;3822;44762;intra-omicron;29525;29753;37;7;48;3682;3790;14;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419272.1;B.1.1.529;USA;;29811;3813;44787;intra-omicron;29503;29746;38;7;54;3660;3783;12;5;36
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419393.1;B.1.1.529;USA;;29811;3813;44741;intra-omicron;29491;29743;41;7;54;3644;3779;16;5;36
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON230809.1;B.1.1.529;USA;;29807;3819;44585;intra-omicron;29677;29776;25;2;9;3730;3796;17;1;6
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON189849.1;B.1.1.529;USA;;29805;3822;44585;intra-omicron;29641;29770;26;3;21;3756;3804;9;1;9
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419385.1;B.1.1.529;USA;;29817;3813;44763;intra-omicron;29472;29742;42;8;60;3636;3777;18;5;36
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419426.1;B.1.1.529;USA;;29829;3822;44761;intra-omicron;29575;29767;35;5;36;3678;3789;15;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419435.1;B.1.1.529;USA;;29829;3822;44760;intra-omicron;29591;29771;31;5;36;3678;3789;15;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON787303.1;B.1.1.529;USA;;29811;3813;44687;intra-omicron;29511;29748;36;7;54;3652;3781;14;5;36
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON118867.1;B.1.1.529;USA;;29817;3822;44585;intra-omicron;29635;29776;23;4;30;3764;3806;7;1;9
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP929937.1;B.1.1.529;USA;;29837;3807;44566;intra-omicron;29535;29751;42;6;36;3638;3773;25;4;24
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP983736.1;B.1.1.529;USA;;29820;3822;44887;intra-omicron;29485;29743;50;6;45;3674;3788;16;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OM294238.1;B.1.1.529;USA;;29806;3819;44550;intra-omicron;29625;29766;25;4;27;3750;3801;12;1;6
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON313485.1;B.1.1.529;USA;;29805;3819;44598;intra-omicron;29618;29765;34;3;18;3726;3795;18;1;6
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON264105.1;B.1.1.529;USA;;29817;3828;44591;intra-omicron;29613;29769;33;3;24;3701;3794;19;2;15
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON188719.1;B.1.1.529;USA;;29817;3819;44587;intra-omicron;29684;29783;28;1;6;3734;3797;16;1;6
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OM390558.1;B.1.1.529;USA;;29814;3819;44551;intra-omicron;29617;29770;29;4;27;3726;3795;18;1;6
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419449.1;B.1.1.529;USA;;29811;3813;44760;intra-omicron;29503;29746;38;7;54;3640;3778;17;5;36
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON189200.1;B.1.1.529;USA;;29808;3822;44585;intra-omicron;29656;29776;23;3;21;3760;3805;8;1;9
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON068774.1;B.1.1.529;USA;;29808;3822;44608;intra-omicron;29566;29758;32;6;39;3670;3787;17;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON966040.1;B.1.1.529;USA;;29811;3822;44726;intra-omicron;29538;29751;42;5;36;3690;3792;12;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;OP419335.1;B.1.1.529;USA;;29820;3822;44745;intra-omicron;29553;29760;33;6;45;3678;3789;15;4;27
ON188712.1;B.1.1.529;USA;;29811;3813;44585;ON305911.1;B.1.1.529;USA;;29817;3828;44598;intra-omicron;29641;29776;26;3;24;3733;3802;11;2;15
